machine_code,status_id
46754,1
46755,1
47258,1
47616,1
52052,1
52053,1
35674,1
59201,1
59202,1
59203,1
59204,1
59205,1
59206,1
57600,1
46771,1
46772,1
51598,1
55185,1
46797,1
59434,1
59435,1
59436,1
59437,1
55996,1
55997,1
55995,1
46782,1
55671,1
55672,1
55629,1
52390,1
52391,1
52392,1
52394,1
52395,1
53936,1
52312,1
52313,1
46780,1
49144,1
49145,1
51027,1
46432,1
46433,1
46779,1
56852,1
56856,1
56857,1
56858,1
46796,1
32663,1
46839,1
46840,1
46841,1
46842,1
46843,1
46774,1
47198,1
47199,1
47200,1
47202,1
47204,1
40163,1
46813,1
46814,1
46815,1
46816,1
46822,1
53877,1
58295,1
56700,1
49756,1
51616,1
58582,1
50647,1
55244,1
58823,1
49050,1
49015,1
49074,1
49016,1
49075,1
32659,1
32660,1
50710,1
46859,1
46860,1
46861,1
46862,1
46863,1
47229,1
46756,1
47160,1
47159,1
47105,1
47111,1
47112,1
47113,1
47114,1
47115,1
47116,1
47117,1
47118,1
47119,1
47120,1
47156,1
51008,1
47157,1
47195,1
55233,1
57580,1
47558,1
47191,1
47192,1
47193,1
47194,1
50927,1
46898,1
54066,1
56101,1
50916,1
50915,1
52008,1
51609,1
39438,1
39439,1
39442,1
39443,1
46789,1
50717,1
47109,1
47771,1
53014,1
53015,1
51823,1
48029,1
48030,1
48031,1
49216,1
46769,1
46768,1
47218,1
47219,1
47220,1
58390,1
58391,1
47210,1
47211,1
47462,1
47463,1
50358,1
56509,1
52742,1
52744,1
52746,1
52747,1
52748,1
52751,1
52772,1
53006,1
54814,1
54815,1
54816,1
54817,1
54799,1
55095,1
55096,1
55214,1
55041,1
46844,1
46602,1
46603,1
46616,1
46617,1
46618,1
46619,1
46620,1
46621,1
46545,1
48691,1
48692,1
48693,1
48694,1
48695,1
48696,1
48697,1
48698,1
48614,1
47414,1
57239,1
57240,1
52444,1
47172,2
47173,1
52162,1
52163,1
47167,1
47171,1
47170,1
47168,1
47265,1
47166,1
46838,1
47110,1
46757,1
49731,1
47408,1
47406,1
47407,1
46964,1
46962,1
46959,2
47158,1
47106,1
46984,1
46985,1
46983,1
46981,1
46977,1
46978,1
46982,1
46979,1
46980,1
47031,1
47039,1
47038,1
47027,1
47026,1
47028,1
47029,1
47030,1
47042,1
47032,1
47033,1
47034,1
47035,1
47036,1
47043,1
47044,1
47040,1
47046,1
47047,1
47045,1
47048,1
47081,1
47085,1
47087,1
47090,1
46996,1
46999,1
47001,2
47003,1
47004,1
47078,1
47079,1
47080,1
47082,1
47083,1
47084,1
47023,1
47024,1
47067,1
47071,1
47072,1
47073,1
47070,1
47015,1
47008,1
47012,2
47011,1
47059,1
47009,2
47060,1
47014,1
47013,1
47016,1
46956,1
46958,1
46957,2
46987,1
46986,1
47077,1
46994,1
46993,1
47147,1
56475,1
47121,1
47483,1
46968,1
48448,1
48447,1
46971,1
46972,1
46973,1
46974,1
46975,1
46976,1
46969,2
46970,1
46955,1
46965,2
46967,1
47053,1
47054,1
47094,1
47095,1
47098,1
47103,1
57382,1
38321,1
38322,1
47148,1
47149,1
47150,1
47151,1
47152,1
47153,1
47154,1
47155,1
47124,1
47125,1
47126,1
47127,1
56665,1
56666,1
56667,1
56668,1
56669,1
56670,1
56671,1
56672,1
56673,1
56674,1
56675,1
56676,1
54098,1
46953,1
16165,1
17526,1
47451,1
47452,1
47453,1
47454,1
48817,1
47181,1
56544,1
47163,1
47164,1
47230,1
55846,1
47206,1
46760,1
56454,1
47162,1
47180,1
47459,1
47175,1
47244,1
47245,1
47246,1
47247,1
47248,1
47249,1
47250,1
47251,1
47252,2
47253,1
48834,1
48835,1
53906,1
56251,1
56252,1
55334,1
37862,1
37864,1
45608,1
51396,1
51397,1
48390,1
48391,1
48392,1
48393,1
38279,1
38280,1
37948,1
37949,1
37950,1
37951,1
38873,1
38874,1
38893,1
38894,1
38895,1
38896,1
39598,1
39599,1
46643,1
38731,1
57509,1
57510,1
57511,1
57512,1
38055,1
38056,1
38057,1
57091,1
57092,1
57081,1
38167,1
38191,1
38281,1
54199,1
54200,1
54201,1
54202,1
57654,1
57655,1
53522,1
53523,1
53524,1
53525,1
53526,1
53527,1
53528,1
53529,1
53530,1
53531,1
53532,1
53533,1
53586,1
53587,1
53588,1
53589,1
53400,1
53401,1
53800,1
53801,1
53802,1
53803,1
53804,1
53805,1
53806,1
53807,1
35384,1
37579,1
37583,1
37584,1
37595,1
59141,1
59142,1
59143,1
59144,1
37633,1
50260,1
50261,1
50262,1
50263,1
50264,1
50265,1
37636,1
37637,1
37638,1
37641,1
35863,1
35372,1
35858,1
35857,1
35864,1
35371,1
35734,1
35425,1
35603,1
35913,1
35884,1
35854,1
35731,1
46878,1
46886,1
46907,1
46883,1
46879,1
46892,1
46901,1
46919,1
46887,1
46880,1
46912,1
46902,1
46937,1
46906,1
35600,1
35601,1
35724,1
35723,1
35737,1
46873,2
36445,1
36017,1
36113,1
36110,1
36112,1
36018,1
36447,1
36176,1
36172,1
36173,1
36174,1
46909,1
55803,1
35989,1
37173,1
36162,1
36376,1
37255,1
37283,1
36101,1
36087,1
36049,1
36317,1
36042,1
37182,1
36321,1
37286,1
35979,1
36434,1
37246,1
36041,1
35993,1
36392,1
36330,1
37480,1
37271,1
36099,1
36100,1
36056,1
50591,1
50592,1
50593,1
50612,1
35358,1
35359,1
35427,1
35428,1
35429,1
35430,1
35431,1
35432,1
35433,1
35434,1
35435,1
35436,1
35437,1
35438,1
35439,1
35440,1
35441,1
35442,1
35444,1
35445,1
35446,1
35447,1
35449,1
35450,1
35451,1
35452,1
35453,1
35454,1
35455,1
35456,1
35511,1
35512,1
35513,1
35514,1
35515,1
35516,1
35517,1
35518,1
35519,1
35520,1
35521,1
35522,1
35523,1
35524,1
35525,1
35526,1
35528,1
35529,1
35530,1
35531,1
35533,1
35534,1
35535,1
35536,1
35537,1
35538,1
35539,1
35540,1
35541,1
35542,1
35543,1
35544,1
35545,1
35546,1
35547,1
35548,1
35549,1
35550,1
35551,1
35552,1
35553,1
35554,1
35555,1
35556,1
35557,1
35558,1
39643,1
39648,1
39668,1
56429,1
56430,1
50790,1
50791,1
50792,1
50793,1
52853,1
52854,1
53043,1
53044,1
56379,1
56380,1
56381,1
56382,1
35680,1
35681,1
59592,1
35865,1
35867,1
35869,1
35870,1
35872,1
47577,1
47579,1
47581,1
52040,1
35906,1
35938,1
35939,1
35998,1
35999,1
36000,1
36001,1
49500,1
47721,1
47722,1
47729,1
47730,1
47731,1
47732,1
49501,1
36024,1
35673,1
57592,1
36401,1
36402,1
51582,1
51587,1
55176,1
36528,1
36454,1
36461,1
36482,1
59408,1
59409,1
59410,1
59411,1
59430,1
59431,1
55767,1
55768,1
55752,1
35181,1
35182,1
35183,1
35184,1
55660,1
55661,1
55662,1
55618,1
55619,1
52352,1
52353,1
52354,1
52355,1
52356,1
52357,1
52301,1
52302,1
36512,1
36513,1
40655,1
40656,1
40657,1
40658,1
36536,1
36537,1
56834,1
56835,1
56836,1
30346,1
36553,1
36593,1
36594,1
36595,1
36596,1
36597,1
36599,1
51627,1
34931,1
34932,1
34923,1
34924,1
39555,1
34990,1
34991,1
34994,1
34995,1
34996,1
34997,1
34987,1
40106,1
47905,1
49114,1
53910,1
57354,1
57355,1
57356,1
57357,1
35094,1
35099,1
49044,1
48975,1
49062,1
48977,1
49063,1
50701,1
50702,1
36259,1
36260,1
36261,1
36262,1
36253,1
36947,1
36381,1
37424,1
37427,1
48805,1
36150,1
36151,1
36149,1
33477,1
55294,1
37449,1
57576,1
47556,1
47187,1
47188,1
46321,1
54062,1
50911,1
50914,1
54045,1
35648,1
52003,1
51604,1
39454,1
39455,1
49085,1
55955,1
55956,1
58982,1
34855,1
34858,1
53010,1
51819,1
48013,1
48014,1
48015,1
58382,1
34909,1
34910,1
47461,1
36329,2
56502,1
36341,1
36342,1
36343,1
36344,1
36345,1
36347,1
52718,1
52719,1
52720,1
52721,1
52722,1
52723,1
52724,1
52725,1
52764,1
54800,1
54801,1
54802,1
54803,1
54804,1
54805,1
54878,1
54879,1
54797,1
55074,1
55075,1
55076,1
55209,1
55210,1
55211,1
55034,1
55218,1
39536,1
52903,1
52904,1
48312,1
48313,1
48314,1
48257,1
46580,1
46581,1
46582,1
46583,1
46537,1
48649,1
48650,1
48651,1
48652,1
48653,1
48654,1
48606,1
36052,1
57231,1
57336,1
52436,1
53941,1
36140,1
36144,1
36143,1
36141,2
36137,1
36138,1
36142,1
36145,1
36146,1
36147,1
36084,1
52148,1
52149,1
36074,2
36853,1
37511,1
36739,1
36740,1
37344,1
37345,1
36788,1
36789,1
37542,1
37543,1
38657,1
36826,1
36827,1
36824,1
36825,1
36829,1
36770,1
37169,1
36858,1
36859,1
36860,1
36771,2
37355,1
37554,1
37555,1
37556,1
37557,1
37176,1
37179,1
37170,1
37171,1
37476,1
36621,1
36622,1
37330,1
37313,1
37315,1
37262,1
37263,1
37467,1
38639,1
38638,1
35002,1
47062,1
47069,1
36277,1
36275,1
36718,1
56469,1
36746,1
36752,1
36757,2
36833,1
45671,1
48438,1
36783,1
36821,1
37208,1
36652,1
36640,1
36641,1
37224,1
37226,1
37227,1
37217,1
37219,1
37225,1
37195,1
37196,1
37466,1
36772,1
47049,1
47051,1
37281,1
37307,1
36781,1
36666,1
36776,2
36780,1
36782,1
36800,1
36801,1
36862,1
36863,1
36864,1
36779,1
36861,1
36865,1
38480,1
37499,1
37502,1
37503,1
37504,1
37505,1
37506,1
37507,1
37508,1
37509,1
37510,1
35911,1
37530,5
36729,1
36730,1
36731,1
58068,1
58069,2
58070,1
58071,1
58072,1
36674,1
36675,1
36676,1
36677,1
36678,1
36679,1
36713,1
36714,1
36715,1
36716,1
29327,1
36709,1
36710,1
36711,1
36712,1
56641,1
56642,1
56643,1
56644,1
56660,1
56661,1
56687,1
36753,1
36754,1
36417,1
36013,1
36015,1
36175,2
36111,2
54091,1
36367,1
37183,1
36300,1
35949,1
35738,1
35739,2
35735,1
35721,1
35934,1
35339,1
35877,1
35951,1
37238,1
47449,1
47450,1
37239,1
35295,1
35732,1
35733,1
56537,1
35205,1
35209,1
35104,1
47458,1
37926,1
21444,1
35156,1
35157,1
35158,1
35159,1
35224,1
53902,1
35167,1
35169,2
35170,1
35171,2
35172,1
37792,1
37793,1
38918,1
38919,1
45603,1
48382,1
48383,1
48384,1
48385,1
38287,1
38288,1
38084,1
38085,1
37957,1
37958,1
38885,1
38886,1
38887,1
38888,1
46641,1
38729,1
57453,1
57454,1
57455,1
57456,1
57457,1
57458,1
57459,1
57460,1
25815,1
25818,1
38121,1
38182,1
38130,1
45386,1
45387,1
45388,1
45389,1
45391,1
38209,1
38210,1
38211,1
30912,1
37666,1
37668,1
38188,1
52935,1
52936,1
52937,1
52938,1
37797,1
37798,1
37799,1
37800,1
53494,1
53495,1
53496,1
53497,1
53498,1
53499,1
53500,1
53501,1
53502,1
53503,1
53504,1
53505,1
53506,1
53507,1
53508,1
53509,1
53396,1
53397,1
53826,1
53827,1
53828,1
53829,1
21210,1
37569,1
37570,1
37571,1
37572,1
59089,1
59090,1
59091,1
59092,1
37421,1
50246,1
50247,1
50248,1
50249,1
50250,1
50251,1
50252,1
50253,1
20512,1
20513,1
20514,1
20515,1
37626,1
37627,1
37628,1
37959,1
35416,1
35966,1
35725,1
35824,1
37971,1
37965,1
35841,1
37966,1
35907,1
35388,1
35362,1
37964,1
37954,1
35878,1
35726,1
38632,1
38633,1
22743,1
22806,1
55801,1
36086,1
37268,1
37180,1
36431,1
36430,1
36324,1
37181,1
36418,1
37270,1
36366,1
36296,1
36315,1
37477,1
36307,1
37252,1
50588,1
50589,1
35604,1
35605,1
35606,1
35607,1
35608,1
35609,1
35610,1
35611,1
35612,1
35613,1
50960,1
50961,1
50962,1
50963,1
50964,1
50965,1
50966,1
50967,1
50968,1
50969,1
50970,1
50971,1
50972,1
50973,1
50974,1
50975,1
50976,1
50977,1
50978,1
50979,1
54470,1
54471,1
52849,1
52850,1
56375,1
56376,1
56377,1
56378,1
35844,1
39938,1
52039,1
39950,1
35915,1
35916,1
39723,1
39725,1
32881,1
32882,1
35973,1
39726,1
47725,1
47726,1
36019,1
36023,1
57591,1
36393,1
36394,1
36395,1
36396,1
51585,1
55174,1
55186,1
36457,1
36465,1
36477,1
36496,1
59400,1
59401,1
59402,1
59403,1
56702,1
56703,1
56704,1
56705,1
56701,1
35173,1
35174,1
35175,1
35176,1
55636,1
55637,1
55616,1
52344,1
52345,1
52346,1
52347,1
52991,1
52992,1
52993,1
52994,1
52299,1
52990,1
36510,1
36511,1
40651,1
40652,1
45652,1
45653,1
51026,1
56829,1
56830,1
56831,1
36561,1
36580,1
35287,1
35288,1
36582,1
36600,1
39557,1
34965,1
46845,1
46817,1
46818,1
46819,1
46820,1
46821,1
57557,1
52809,1
58579,1
50644,1
55242,1
51021,1
49003,1
49968,1
49005,1
49969,1
50699,1
50700,1
36257,1
36258,1
36252,1
51016,1
51017,1
36948,1
35830,1
51005,1
48807,1
46320,1
56036,1
50908,1
50909,1
39444,1
39445,1
37461,1
37463,1
37464,1
50715,1
58981,1
48075,1
48076,1
54024,1
58380,1
49945,1
50354,1
56500,1
33785,1
36338,1
36339,1
39727,2
52644,1
52645,1
52646,1
52647,1
52648,1
52649,1
52650,1
52651,1
52762,1
54860,1
54861,1
54862,1
54863,1
54824,1
55068,1
55069,1
55070,1
55206,1
55207,1
55208,1
55032,1
55217,1
52899,1
52900,1
48279,1
48280,1
48281,1
49746,1
49747,1
49748,1
48255,1
49745,1
46572,1
46573,1
46574,1
46575,1
51022,1
51023,1
51024,1
51025,1
46535,1
48641,1
48642,1
48643,1
48644,1
48604,1
36051,1
57229,1
57335,1
52434,1
36213,1
36210,1
36212,1
36211,1
40001,1
52144,1
52145,1
37192,1
39858,1
35965,1
36287,1
36620,1
37329,1
37312,1
37261,1
37471,1
47037,1
47041,1
46995,1
47005,1
47066,1
47068,1
36671,1
49817,1
56468,1
37391,1
45669,1
39916,1
39928,1
39917,1
36648,1
36649,1
47097,1
36664,1
36665,1
37178,1
57379,1
37515,2
37522,1
30540,2
37528,1
36690,1
36693,1
36695,1
37386,1
37387,1
49818,1
49819,1
49820,1
49821,1
49823,1
49824,1
49825,1
49826,1
56680,1
56681,1
56682,1
56683,1
54089,1
54096,1
49850,1
49853,1
56535,1
35203,1
39365,1
48103,1
51099,1
47176,1
35116,1
35117,1
35118,1
35160,1
35161,1
48404,1
48406,1
38907,1
38908,1
39596,1
39597,1
46647,1
39577,1
57525,1
57526,1
57527,1
57528,1
57529,1
57530,1
57531,1
57532,1
38136,1
57273,1
57274,1
57275,1
57276,1
57288,1
57299,1
57300,1
57301,1
53562,1
53563,1
53564,1
53565,1
53566,1
53567,1
53568,1
53569,1
53570,1
53571,1
53572,1
53573,1
53406,1
53407,1
59101,1
59102,1
59103,1
59104,1
38335,1
38329,1
38333,1
38330,1
38331,1
38332,1
38334,1
38336,1
35876,1
35957,1
35894,1
35883,1
35678,1
35828,1
35423,1
35394,1
38325,1
38328,1
38326,1
38327,1
38323,1
38324,1
55805,1
36097,1
37259,1
36373,1
36436,1
37285,1
35996,1
50604,1
50605,1
50606,1
50607,1
35367,1
35368,1
35396,1
35397,1
35398,1
35399,1
35400,1
35401,1
35402,1
35403,1
35404,1
35405,1
35406,1
35407,1
35408,1
35409,1
35410,1
35411,1
35412,1
35413,1
31438,1
31439,1
31440,1
31441,1
31442,1
31443,1
31444,1
31445,1
35594,1
35595,1
35596,1
35597,1
35598,1
35599,1
36115,1
36116,1
36117,1
36129,1
36130,1
36132,1
36178,1
36179,1
36875,1
39645,1
39646,1
47546,1
47547,1
54249,1
54250,1
54251,1
54252,1
54478,1
54479,1
50779,1
50780,1
50781,1
50782,1
52066,1
52067,1
52861,1
52862,1
53049,1
53050,1
53955,1
53956,1
56393,1
56394,1
56395,1
56396,1
56397,1
56398,1
56399,1
56400,1
56409,1
56410,1
35696,1
35697,1
35699,1
35700,1
35701,1
35702,1
35703,1
35704,1
35705,1
35706,1
35707,1
35708,1
35709,1
35710,1
35711,1
35712,1
35713,1
35714,1
35715,1
35716,1
35717,1
35718,1
35814,1
35815,1
35816,1
59597,1
35873,1
47596,1
52046,1
52047,1
35664,1
47727,1
47728,1
35675,1
59193,1
59194,1
59195,1
59196,1
59197,1
59198,1
57596,1
36411,1
36414,1
51592,1
55181,1
36456,1
36463,1
36491,1
39259,1
59422,1
59423,1
59424,1
59425,1
55773,1
55774,1
55775,1
55776,1
55755,1
35195,1
35198,1
55668,1
55669,1
55670,1
55624,1
55625,1
52374,1
52375,1
52376,1
52377,1
52308,1
36525,1
40671,1
40672,1
40673,1
40674,1
36538,1
56846,1
56847,1
56848,1
27424,1
36558,1
36601,1
36603,1
36604,1
36605,1
34967,1
58294,1
56699,1
52810,1
51615,1
58581,1
50646,1
55243,1
53909,2
58822,1
51630,1
51631,1
51629,1
37426,1
37538,1
37451,1
50926,1
45676,1
48443,1
55959,1
55960,1
58983,1
51821,1
48022,1
48023,1
48024,1
58385,1
49946,1
36360,1
36361,1
36362,1
52668,1
52669,1
52670,1
52671,1
52672,1
52673,1
52768,1
55086,1
55087,1
55088,1
55097,1
55212,1
55213,1
55038,1
55219,1
39540,1
48318,1
48319,1
48320,1
48261,1
46596,1
46597,1
46598,1
46599,1
46541,1
48671,1
48672,1
48673,1
48674,1
48610,1
57235,1
59213,1
52440,1
34702,1
38397,1
38398,1
52154,1
52155,1
36098,1
36856,1
37548,1
37552,1
37339,1
37327,1
36630,1
36749,1
36836,1
36847,1
36803,1
36851,1
37251,1
37293,1
57380,1
37512,1
37534,1
54094,1
35207,1
39381,1
33419,1
33753,1
35142,1
35143,1
35144,1
35145,1
35146,1
35147,1
35148,1
35223,1
53899,1
37788,1
37790,1
31810,1
38916,1
37795,1
38285,1
48388,1
48389,1
37946,1
38889,1
38890,1
38891,1
38892,1
39776,1
39777,1
46642,1
38730,1
38036,2
38037,2
38038,2
38039,2
57461,1
57462,1
57463,1
57464,1
38164,1
38132,1
38120,1
38286,1
38290,1
37671,1
38137,1
38139,1
54195,1
54196,1
54197,1
54198,1
57653,1
58227,1
53510,1
53511,1
53512,1
53513,1
53514,1
53515,1
53516,1
53517,1
53518,1
53519,1
53520,1
53521,1
53398,1
53399,1
53832,1
53833,1
53871,1
54484,1
54485,1
21595,1
35385,1
37576,1
37577,1
37580,1
59137,1
59138,1
59139,1
59140,1
37649,1
50258,1
50259,1
37650,1
37651,1
37652,1
37653,1
37654,1
37655,1
35829,1
35910,1
35642,1
35602,1
35424,1
35879,1
35727,1
35853,1
35389,1
35666,1
35967,1
55802,1
37240,1
37710,1
37711,1
36316,1
37253,1
37701,1
37280,1
37254,1
36055,1
36375,1
37282,1
36433,1
36064,1
37475,1
37211,1
50590,1
51978,1
51979,1
51980,1
35349,1
32237,1
30127,1
31436,1
31437,1
36152,1
36153,1
36154,1
36155,1
36156,1
36157,1
36158,1
36159,1
36160,1
36180,1
54472,1
54473,1
52851,1
52852,1
53952,1
47576,1
47717,1
36398,1
51583,1
51586,1
55175,1
36453,1
36460,1
36480,1
36497,1
59404,1
59405,1
59406,1
59407,1
56707,1
56708,1
56706,1
35180,1
55658,1
55659,1
55617,1
52348,1
52349,1
52350,1
52351,1
52300,1
40653,1
40654,1
45726,1
45727,1
36540,1
36541,1
56832,1
56833,1
16860,1
28696,1
36606,1
36607,1
49043,1
48983,1
49060,1
48985,1
49061,1
37483,1
35833,1
51006,1
50924,1
47482,1
45670,1
56035,1
48437,1
50910,1
39456,1
39457,1
48011,1
48012,1
58381,1
36328,1
56501,1
35948,1
36340,1
52652,1
52653,1
52654,1
52655,1
52656,1
52657,1
52763,1
54864,1
54865,1
54866,1
54867,1
54825,1
55071,1
55072,1
55073,1
55033,1
52901,1
52902,1
48282,1
48283,1
48284,1
48256,1
46576,1
46577,1
46578,1
46579,1
48121,1
48122,1
46536,1
48645,1
48646,1
48647,1
48648,1
49108,1
49109,1
48605,1
34830,1
57230,1
59212,1
52435,1
36168,1
36170,1
37354,1
36171,1
36050,1
36078,1
36177,1
52146,1
52147,1
36073,1
36305,1
36306,1
36311,1
36312,1
36313,1
37379,1
37380,1
37383,1
36290,1
36291,1
36289,1
37384,1
36294,1
36295,1
37389,1
37388,1
56130,1
23071,1
36298,1
36299,1
36293,1
36286,1
37385,1
36281,1
36282,1
37381,1
37382,1
36314,1
37523,1
37524,1
37529,1
38313,1
38314,1
38315,1
38316,1
38317,1
38318,1
38319,1
38320,1
38304,1
38305,1
38306,1
38307,1
38308,1
38309,1
49836,1
49837,1
49838,1
50831,1
56638,1
56639,1
56640,1
56656,1
54090,1
35992,1
37484,1
36432,1
37188,1
37189,1
56536,1
35204,1
39366,1
48104,1
51100,1
21446,1
53903,1
8549,1
35113,1
35166,1
35164,1
35165,1
37873,1
37874,1
45614,1
51312,1
49663,2
49666,2
48405,1
48407,1
38905,1
38906,1
46646,1
38734,1
57465,1
57466,1
57467,1
